PAIS_RESIDENCIA#es,PAIS_RESIDENCIA_CODE,TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,NIVEL_INGRESOS#es,NIVEL_INGRESOS_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,NOTAS_OBSERVACION,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
España (excluida Canarias),ES_XIC,Lanzarote,ES708,2024 Tercer trimestre,2024-Q3,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,33658,,,,
España (excluida Canarias),ES_XIC,Lanzarote,ES708,2024 Cuarto trimestre,2024-Q4,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,31440,,,,
España (excluida Canarias),ES_XIC,Lanzarote,ES708,2024,2024,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,111859,,,,
España (excluida Canarias),ES_XIC,Lanzarote,ES708,2025 Primer trimestre,2025-Q1,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,26254,,,,
España (excluida Canarias),ES_XIC,Lanzarote,ES708,2025 Segundo trimestre,2025-Q2,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,30016,,,,
España (excluida Canarias),ES_XIC,Lanzarote,ES708,2025 Tercer trimestre,2025-Q3,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,41666,,,,
España (excluida Canarias),ES_XIC,Lanzarote,ES708,2025 Cuarto trimestre,2025-Q4,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,22278,,,,
España (excluida Canarias),ES_XIC,Lanzarote,ES708,2025,2025,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,120213,,,,
Alemania,DE,Lanzarote,ES708,2018 Primer trimestre,2018-Q1,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,26078,,,,
Alemania,DE,Lanzarote,ES708,2018 Segundo trimestre,2018-Q2,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,21746,,,,
Alemania,DE,Lanzarote,ES708,2018 Tercer trimestre,2018-Q3,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,17179,,,,
Alemania,DE,Lanzarote,ES708,2018 Cuarto trimestre,2018-Q4,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,29396,,,,
Alemania,DE,Lanzarote,ES708,2018,2018,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,94398,,,,
Alemania,DE,Lanzarote,ES708,2019 Primer trimestre,2019-Q1,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,30426,,,,
Alemania,DE,Lanzarote,ES708,2019 Segundo trimestre,2019-Q2,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,21365,,,,
Alemania,DE,Lanzarote,ES708,2019 Tercer trimestre,2019-Q3,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,19659,,,,
Alemania,DE,Lanzarote,ES708,2019 Cuarto trimestre,2019-Q4,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,24045,,,,
Alemania,DE,Lanzarote,ES708,2019,2019,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,95495,,,,
Alemania,DE,Lanzarote,ES708,2020 Primer trimestre,2020-Q1,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,19723,,,,
Alemania,DE,Lanzarote,ES708,2020 Segundo trimestre,2020-Q2,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,,,,Valor no disponible; el dato no existe,M
Alemania,DE,Lanzarote,ES708,2020 Tercer trimestre,2020-Q3,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,3631,,,,
Alemania,DE,Lanzarote,ES708,2020 Cuarto trimestre,2020-Q4,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,2784,,,,
Alemania,DE,Lanzarote,ES708,2020,2020,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,26138,,,,
Alemania,DE,Lanzarote,ES708,2021 Primer trimestre,2021-Q1,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,1193,,,,
Alemania,DE,Lanzarote,ES708,2021 Segundo trimestre,2021-Q2,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,2137,,,,
Alemania,DE,Lanzarote,ES708,2021 Tercer trimestre,2021-Q3,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,8905,,,,
Alemania,DE,Lanzarote,ES708,2021 Cuarto trimestre,2021-Q4,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,21228,,,,
Alemania,DE,Lanzarote,ES708,2021,2021,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,33464,,,,
Alemania,DE,Lanzarote,ES708,2022 Primer trimestre,2022-Q1,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,16503,,,,
Alemania,DE,Lanzarote,ES708,2022 Segundo trimestre,2022-Q2,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,14320,,,,
Alemania,DE,Lanzarote,ES708,2022 Tercer trimestre,2022-Q3,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,10048,,,,
Alemania,DE,Lanzarote,ES708,2022 Cuarto trimestre,2022-Q4,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,15483,,,,
Alemania,DE,Lanzarote,ES708,2022,2022,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,56353,,,,
Alemania,DE,Lanzarote,ES708,2023 Primer trimestre,2023-Q1,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,20179,,,,
Alemania,DE,Lanzarote,ES708,2023 Segundo trimestre,2023-Q2,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,13971,,,,
Alemania,DE,Lanzarote,ES708,2023 Tercer trimestre,2023-Q3,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,11211,,,,
Alemania,DE,Lanzarote,ES708,2023 Cuarto trimestre,2023-Q4,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,27461,,,,
Alemania,DE,Lanzarote,ES708,2023,2023,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,72823,,,,
Alemania,DE,Lanzarote,ES708,2024 Primer trimestre,2024-Q1,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,22124,,,,
Alemania,DE,Lanzarote,ES708,2024 Segundo trimestre,2024-Q2,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,11225,,,,
Alemania,DE,Lanzarote,ES708,2024 Tercer trimestre,2024-Q3,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,11541,,,,
Alemania,DE,Lanzarote,ES708,2024 Cuarto trimestre,2024-Q4,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,23392,,,,
Alemania,DE,Lanzarote,ES708,2024,2024,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,68282,,,,
Alemania,DE,Lanzarote,ES708,2025 Primer trimestre,2025-Q1,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,17596,,,,
Alemania,DE,Lanzarote,ES708,2025 Segundo trimestre,2025-Q2,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,22317,,,,
Alemania,DE,Lanzarote,ES708,2025 Tercer trimestre,2025-Q3,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,8062,Dato estimado con menos de 20 observaciones muestrales,,,
Alemania,DE,Lanzarote,ES708,2025 Cuarto trimestre,2025-Q4,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,20569,,,,
Alemania,DE,Lanzarote,ES708,2025,2025,De 25.000€ hasta 49.999€,EUR_25000T49999,Turistas,TURISTAS,68545,,,,
Total,_T,Fuerteventura,ES704,2018 Primer trimestre,2018-Q1,Total,_T,Turistas,TURISTAS,466857,,,,
Total,_T,Fuerteventura,ES704,2018 Segundo trimestre,2018-Q2,Total,_T,Turistas,TURISTAS,436453,,,,
Total,_T,Fuerteventura,ES704,2018 Tercer trimestre,2018-Q3,Total,_T,Turistas,TURISTAS,492350,,,,
Total,_T,Fuerteventura,ES704,2018 Cuarto trimestre,2018-Q4,Total,_T,Turistas,TURISTAS,461313,,,,
Total,_T,Fuerteventura,ES704,2018,2018,Total,_T,Turistas,TURISTAS,1856973,,,,
Total,_T,Fuerteventura,ES704,2019 Primer trimestre,2019-Q1,Total,_T,Turistas,TURISTAS,413243,,,,
Total,_T,Fuerteventura,ES704,2019 Segundo trimestre,2019-Q2,Total,_T,Turistas,TURISTAS,394752,,,,
Total,_T,Fuerteventura,ES704,2019 Tercer trimestre,2019-Q3,Total,_T,Turistas,TURISTAS,415578,,,,
Total,_T,Fuerteventura,ES704,2019 Cuarto trimestre,2019-Q4,Total,_T,Turistas,TURISTAS,435730,,,,
Total,_T,Fuerteventura,ES704,2019,2019,Total,_T,Turistas,TURISTAS,1659302,,,,
Total,_T,Fuerteventura,ES704,2020 Primer trimestre,2020-Q1,Total,_T,Turistas,TURISTAS,324674,,,,
Total,_T,Fuerteventura,ES704,2020 Segundo trimestre,2020-Q2,Total,_T,Turistas,TURISTAS,,,,Valor no disponible; el dato no existe,M
Total,_T,Fuerteventura,ES704,2020 Tercer trimestre,2020-Q3,Total,_T,Turistas,TURISTAS,124164,,,,
Total,_T,Fuerteventura,ES704,2020 Cuarto trimestre,2020-Q4,Total,_T,Turistas,TURISTAS,82501,,,,
Total,_T,Fuerteventura,ES704,2020,2020,Total,_T,Turistas,TURISTAS,531339,,,,
Total,_T,Fuerteventura,ES704,2021 Primer trimestre,2021-Q1,Total,_T,Turistas,TURISTAS,46651,,,,
Total,_T,Fuerteventura,ES704,2021 Segundo trimestre,2021-Q2,Total,_T,Turistas,TURISTAS,100208,,,,
Total,_T,Fuerteventura,ES704,2021 Tercer trimestre,2021-Q3,Total,_T,Turistas,TURISTAS,295199,,,,
Total,_T,Fuerteventura,ES704,2021 Cuarto trimestre,2021-Q4,Total,_T,Turistas,TURISTAS,401746,,,,
Total,_T,Fuerteventura,ES704,2021,2021,Total,_T,Turistas,TURISTAS,843805,,,,
Total,_T,Fuerteventura,ES704,2022 Primer trimestre,2022-Q1,Total,_T,Turistas,TURISTAS,359040,,,,
Total,_T,Fuerteventura,ES704,2022 Segundo trimestre,2022-Q2,Total,_T,Turistas,TURISTAS,451111,,,,
Total,_T,Fuerteventura,ES704,2022 Tercer trimestre,2022-Q3,Total,_T,Turistas,TURISTAS,491738,,,,
Total,_T,Fuerteventura,ES704,2022 Cuarto trimestre,2022-Q4,Total,_T,Turistas,TURISTAS,520812,,,,
Total,_T,Fuerteventura,ES704,2022,2022,Total,_T,Turistas,TURISTAS,1822701,,,,
Total,_T,Fuerteventura,ES704,2023 Primer trimestre,2023-Q1,Total,_T,Turistas,TURISTAS,498038,,,,
Total,_T,Fuerteventura,ES704,2023 Segundo trimestre,2023-Q2,Total,_T,Turistas,TURISTAS,450909,,,,
Total,_T,Fuerteventura,ES704,2023 Tercer trimestre,2023-Q3,Total,_T,Turistas,TURISTAS,473282,,,,
Total,_T,Fuerteventura,ES704,2023 Cuarto trimestre,2023-Q4,Total,_T,Turistas,TURISTAS,562429,,,,
Total,_T,Fuerteventura,ES704,2023,2023,Total,_T,Turistas,TURISTAS,1984658,,,,
Total,_T,Fuerteventura,ES704,2024 Primer trimestre,2024-Q1,Total,_T,Turistas,TURISTAS,578596,,,,
Total,_T,Fuerteventura,ES704,2024 Segundo trimestre,2024-Q2,Total,_T,Turistas,TURISTAS,474296,,,,
Total,_T,Fuerteventura,ES704,2024 Tercer trimestre,2024-Q3,Total,_T,Turistas,TURISTAS,509951,,,,
Total,_T,Fuerteventura,ES704,2024 Cuarto trimestre,2024-Q4,Total,_T,Turistas,TURISTAS,623411,,,,
Total,_T,Fuerteventura,ES704,2024,2024,Total,_T,Turistas,TURISTAS,2186254,,,,
Total,_T,Fuerteventura,ES704,2025 Primer trimestre,2025-Q1,Total,_T,Turistas,TURISTAS,614303,,,,
Total,_T,Fuerteventura,ES704,2025 Segundo trimestre,2025-Q2,Total,_T,Turistas,TURISTAS,540680,,,,
Total,_T,Fuerteventura,ES704,2025 Tercer trimestre,2025-Q3,Total,_T,Turistas,TURISTAS,586474,,,,
Total,_T,Fuerteventura,ES704,2025 Cuarto trimestre,2025-Q4,Total,_T,Turistas,TURISTAS,647135,,,,
Total,_T,Fuerteventura,ES704,2025,2025,Total,_T,Turistas,TURISTAS,2388592,,,,
Otro,_O,Fuerteventura,ES704,2018 Primer trimestre,2018-Q1,Total,_T,Turistas,TURISTAS,149713,,,,
Otro,_O,Fuerteventura,ES704,2018 Segundo trimestre,2018-Q2,Total,_T,Turistas,TURISTAS,117761,,,,
Otro,_O,Fuerteventura,ES704,2018 Tercer trimestre,2018-Q3,Total,_T,Turistas,TURISTAS,137479,,,,
Otro,_O,Fuerteventura,ES704,2018 Cuarto trimestre,2018-Q4,Total,_T,Turistas,TURISTAS,127433,,,,
Otro,_O,Fuerteventura,ES704,2018,2018,Total,_T,Turistas,TURISTAS,532386,,,,
Otro,_O,Fuerteventura,ES704,2019 Primer trimestre,2019-Q1,Total,_T,Turistas,TURISTAS,130193,,,,
Otro,_O,Fuerteventura,ES704,2019 Segundo trimestre,2019-Q2,Total,_T,Turistas,TURISTAS,109620,,,,
Otro,_O,Fuerteventura,ES704,2019 Tercer trimestre,2019-Q3,Total,_T,Turistas,TURISTAS,122711,,,,
Otro,_O,Fuerteventura,ES704,2019 Cuarto trimestre,2019-Q4,Total,_T,Turistas,TURISTAS,129735,,,,
Otro,_O,Fuerteventura,ES704,2019,2019,Total,_T,Turistas,TURISTAS,492258,,,,
Otro,_O,Fuerteventura,ES704,2020 Primer trimestre,2020-Q1,Total,_T,Turistas,TURISTAS,100010,,,,
Otro,_O,Fuerteventura,ES704,2020 Segundo trimestre,2020-Q2,Total,_T,Turistas,TURISTAS,,,,Valor no disponible; el dato no existe,M
Otro,_O,Fuerteventura,ES704,2020 Tercer trimestre,2020-Q3,Total,_T,Turistas,TURISTAS,29959,,,,
Otro,_O,Fuerteventura,ES704,2020 Cuarto trimestre,2020-Q4,Total,_T,Turistas,TURISTAS,22168,,,,
Otro,_O,Fuerteventura,ES704,2020,2020,Total,_T,Turistas,TURISTAS,152137,,,,
Otro,_O,Fuerteventura,ES704,2021 Primer trimestre,2021-Q1,Total,_T,Turistas,TURISTAS,17250,,,,
Otro,_O,Fuerteventura,ES704,2021 Segundo trimestre,2021-Q2,Total,_T,Turistas,TURISTAS,40220,,,,
Otro,_O,Fuerteventura,ES704,2021 Tercer trimestre,2021-Q3,Total,_T,Turistas,TURISTAS,97274,,,,
Otro,_O,Fuerteventura,ES704,2021 Cuarto trimestre,2021-Q4,Total,_T,Turistas,TURISTAS,129735,,,,
Otro,_O,Fuerteventura,ES704,2021,2021,Total,_T,Turistas,TURISTAS,284480,,,,
Otro,_O,Fuerteventura,ES704,2022 Primer trimestre,2022-Q1,Total,_T,Turistas,TURISTAS,124113,,,,
Otro,_O,Fuerteventura,ES704,2022 Segundo trimestre,2022-Q2,Total,_T,Turistas,TURISTAS,145397,,,,
Otro,_O,Fuerteventura,ES704,2022 Tercer trimestre,2022-Q3,Total,_T,Turistas,TURISTAS,146018,,,,
Otro,_O,Fuerteventura,ES704,2022 Cuarto trimestre,2022-Q4,Total,_T,Turistas,TURISTAS,155374,,,,
Otro,_O,Fuerteventura,ES704,2022,2022,Total,_T,Turistas,TURISTAS,570902,,,,
Otro,_O,Fuerteventura,ES704,2023 Primer trimestre,2023-Q1,Total,_T,Turistas,TURISTAS,156414,,,,
Otro,_O,Fuerteventura,ES704,2023 Segundo trimestre,2023-Q2,Total,_T,Turistas,TURISTAS,128744,,,,
Otro,_O,Fuerteventura,ES704,2023 Tercer trimestre,2023-Q3,Total,_T,Turistas,TURISTAS,140641,,,,
Otro,_O,Fuerteventura,ES704,2023 Cuarto trimestre,2023-Q4,Total,_T,Turistas,TURISTAS,163871,,,,
Otro,_O,Fuerteventura,ES704,2023,2023,Total,_T,Turistas,TURISTAS,589670,,,,
Otro,_O,Fuerteventura,ES704,2024 Primer trimestre,2024-Q1,Total,_T,Turistas,TURISTAS,184952,,,,
Otro,_O,Fuerteventura,ES704,2024 Segundo trimestre,2024-Q2,Total,_T,Turistas,TURISTAS,139277,,,,
Otro,_O,Fuerteventura,ES704,2024 Tercer trimestre,2024-Q3,Total,_T,Turistas,TURISTAS,154439,,,,
Otro,_O,Fuerteventura,ES704,2024 Cuarto trimestre,2024-Q4,Total,_T,Turistas,TURISTAS,188618,,,,
Otro,_O,Fuerteventura,ES704,2024,2024,Total,_T,Turistas,TURISTAS,667286,,,,
Otro,_O,Fuerteventura,ES704,2025 Primer trimestre,2025-Q1,Total,_T,Turistas,TURISTAS,208590,,,,
Otro,_O,Fuerteventura,ES704,2025 Segundo trimestre,2025-Q2,Total,_T,Turistas,TURISTAS,169423,,,,
Otro,_O,Fuerteventura,ES704,2025 Tercer trimestre,2025-Q3,Total,_T,Turistas,TURISTAS,191495,,,,
Otro,_O,Fuerteventura,ES704,2025 Cuarto trimestre,2025-Q4,Total,_T,Turistas,TURISTAS,200568,,,,
Otro,_O,Fuerteventura,ES704,2025,2025,Total,_T,Turistas,TURISTAS,770076,,,,
Reino Unido,GB,Fuerteventura,ES704,2018 Primer trimestre,2018-Q1,Total,_T,Turistas,TURISTAS,115303,,,,
Reino Unido,GB,Fuerteventura,ES704,2018 Segundo trimestre,2018-Q2,Total,_T,Turistas,TURISTAS,106174,,,,
Reino Unido,GB,Fuerteventura,ES704,2018 Tercer trimestre,2018-Q3,Total,_T,Turistas,TURISTAS,109201,,,,
Reino Unido,GB,Fuerteventura,ES704,2018 Cuarto trimestre,2018-Q4,Total,_T,Turistas,TURISTAS,118471,,,,
Reino Unido,GB,Fuerteventura,ES704,2018,2018,Total,_T,Turistas,TURISTAS,449149,,,,
Reino Unido,GB,Fuerteventura,ES704,2019 Primer trimestre,2019-Q1,Total,_T,Turistas,TURISTAS,113747,,,,
Reino Unido,GB,Fuerteventura,ES704,2019 Segundo trimestre,2019-Q2,Total,_T,Turistas,TURISTAS,107052,,,,
Reino Unido,GB,Fuerteventura,ES704,2019 Tercer trimestre,2019-Q3,Total,_T,Turistas,TURISTAS,97464,,,,
Reino Unido,GB,Fuerteventura,ES704,2019 Cuarto trimestre,2019-Q4,Total,_T,Turistas,TURISTAS,100873,,,,
Reino Unido,GB,Fuerteventura,ES704,2019,2019,Total,_T,Turistas,TURISTAS,419136,,,,
Reino Unido,GB,Fuerteventura,ES704,2020 Primer trimestre,2020-Q1,Total,_T,Turistas,TURISTAS,75884,,,,
Reino Unido,GB,Fuerteventura,ES704,2020 Segundo trimestre,2020-Q2,Total,_T,Turistas,TURISTAS,,,,Valor no disponible; el dato no existe,M
Reino Unido,GB,Fuerteventura,ES704,2020 Tercer trimestre,2020-Q3,Total,_T,Turistas,TURISTAS,9965,,,,
Reino Unido,GB,Fuerteventura,ES704,2020 Cuarto trimestre,2020-Q4,Total,_T,Turistas,TURISTAS,11954,,,,
Reino Unido,GB,Fuerteventura,ES704,2020,2020,Total,_T,Turistas,TURISTAS,97803,,,,
Reino Unido,GB,Fuerteventura,ES704,2021 Primer trimestre,2021-Q1,Total,_T,Turistas,TURISTAS,551,,,,
Reino Unido,GB,Fuerteventura,ES704,2021 Segundo trimestre,2021-Q2,Total,_T,Turistas,TURISTAS,1322,Dato estimado con menos de 20 observaciones muestrales,,,
Reino Unido,GB,Fuerteventura,ES704,2021 Tercer trimestre,2021-Q3,Total,_T,Turistas,TURISTAS,32769,,,,
Reino Unido,GB,Fuerteventura,ES704,2021 Cuarto trimestre,2021-Q4,Total,_T,Turistas,TURISTAS,74005,,,,
Reino Unido,GB,Fuerteventura,ES704,2021,2021,Total,_T,Turistas,TURISTAS,108647,,,,
Reino Unido,GB,Fuerteventura,ES704,2022 Primer trimestre,2022-Q1,Total,_T,Turistas,TURISTAS,92864,,,,
Reino Unido,GB,Fuerteventura,ES704,2022 Segundo trimestre,2022-Q2,Total,_T,Turistas,TURISTAS,122296,,,,
Reino Unido,GB,Fuerteventura,ES704,2022 Tercer trimestre,2022-Q3,Total,_T,Turistas,TURISTAS,139199,,,,
Reino Unido,GB,Fuerteventura,ES704,2022 Cuarto trimestre,2022-Q4,Total,_T,Turistas,TURISTAS,155821,,,,
Reino Unido,GB,Fuerteventura,ES704,2022,2022,Total,_T,Turistas,TURISTAS,510180,,,,
Reino Unido,GB,Fuerteventura,ES704,2023 Primer trimestre,2023-Q1,Total,_T,Turistas,TURISTAS,150042,,,,
Reino Unido,GB,Fuerteventura,ES704,2023 Segundo trimestre,2023-Q2,Total,_T,Turistas,TURISTAS,136061,,,,
Reino Unido,GB,Fuerteventura,ES704,2023 Tercer trimestre,2023-Q3,Total,_T,Turistas,TURISTAS,145071,,,,
Reino Unido,GB,Fuerteventura,ES704,2023 Cuarto trimestre,2023-Q4,Total,_T,Turistas,TURISTAS,174545,,,,
Reino Unido,GB,Fuerteventura,ES704,2023,2023,Total,_T,Turistas,TURISTAS,605719,,,,
Reino Unido,GB,Fuerteventura,ES704,2024 Primer trimestre,2024-Q1,Total,_T,Turistas,TURISTAS,171654,,,,
Reino Unido,GB,Fuerteventura,ES704,2024 Segundo trimestre,2024-Q2,Total,_T,Turistas,TURISTAS,149526,,,,
Reino Unido,GB,Fuerteventura,ES704,2024 Tercer trimestre,2024-Q3,Total,_T,Turistas,TURISTAS,155870,,,,
Reino Unido,GB,Fuerteventura,ES704,2024 Cuarto trimestre,2024-Q4,Total,_T,Turistas,TURISTAS,193771,,,,
Reino Unido,GB,Fuerteventura,ES704,2024,2024,Total,_T,Turistas,TURISTAS,670821,,,,
Reino Unido,GB,Fuerteventura,ES704,2025 Primer trimestre,2025-Q1,Total,_T,Turistas,TURISTAS,188322,,,,
Reino Unido,GB,Fuerteventura,ES704,2025 Segundo trimestre,2025-Q2,Total,_T,Turistas,TURISTAS,167801,,,,
Reino Unido,GB,Fuerteventura,ES704,2025 Tercer trimestre,2025-Q3,Total,_T,Turistas,TURISTAS,174018,,,,
Reino Unido,GB,Fuerteventura,ES704,2025 Cuarto trimestre,2025-Q4,Total,_T,Turistas,TURISTAS,202917,,,,
Reino Unido,GB,Fuerteventura,ES704,2025,2025,Total,_T,Turistas,TURISTAS,733058,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2018 Primer trimestre,2018-Q1,Total,_T,Turistas,TURISTAS,21040,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2018 Segundo trimestre,2018-Q2,Total,_T,Turistas,TURISTAS,29192,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2018 Tercer trimestre,2018-Q3,Total,_T,Turistas,TURISTAS,43700,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2018 Cuarto trimestre,2018-Q4,Total,_T,Turistas,TURISTAS,26169,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2018,2018,Total,_T,Turistas,TURISTAS,120101,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2019 Primer trimestre,2019-Q1,Total,_T,Turistas,TURISTAS,24691,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2019 Segundo trimestre,2019-Q2,Total,_T,Turistas,TURISTAS,37372,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2019 Tercer trimestre,2019-Q3,Total,_T,Turistas,TURISTAS,54481,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2019 Cuarto trimestre,2019-Q4,Total,_T,Turistas,TURISTAS,23640,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2019,2019,Total,_T,Turistas,TURISTAS,140184,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2020 Primer trimestre,2020-Q1,Total,_T,Turistas,TURISTAS,23121,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2020 Segundo trimestre,2020-Q2,Total,_T,Turistas,TURISTAS,,,,Valor no disponible; el dato no existe,M
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2020 Tercer trimestre,2020-Q3,Total,_T,Turistas,TURISTAS,34137,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2020 Cuarto trimestre,2020-Q4,Total,_T,Turistas,TURISTAS,14667,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2020,2020,Total,_T,Turistas,TURISTAS,71925,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2021 Primer trimestre,2021-Q1,Total,_T,Turistas,TURISTAS,9613,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2021 Segundo trimestre,2021-Q2,Total,_T,Turistas,TURISTAS,20101,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2021 Tercer trimestre,2021-Q3,Total,_T,Turistas,TURISTAS,57470,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2021 Cuarto trimestre,2021-Q4,Total,_T,Turistas,TURISTAS,30159,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2021,2021,Total,_T,Turistas,TURISTAS,117343,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2022 Primer trimestre,2022-Q1,Total,_T,Turistas,TURISTAS,22143,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2022 Segundo trimestre,2022-Q2,Total,_T,Turistas,TURISTAS,36870,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2022 Tercer trimestre,2022-Q3,Total,_T,Turistas,TURISTAS,50942,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2022 Cuarto trimestre,2022-Q4,Total,_T,Turistas,TURISTAS,32610,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2022,2022,Total,_T,Turistas,TURISTAS,142565,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2023 Primer trimestre,2023-Q1,Total,_T,Turistas,TURISTAS,30814,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2023 Segundo trimestre,2023-Q2,Total,_T,Turistas,TURISTAS,37695,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2023 Tercer trimestre,2023-Q3,Total,_T,Turistas,TURISTAS,50607,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2023 Cuarto trimestre,2023-Q4,Total,_T,Turistas,TURISTAS,33262,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2023,2023,Total,_T,Turistas,TURISTAS,152378,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2024 Primer trimestre,2024-Q1,Total,_T,Turistas,TURISTAS,31236,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2024 Segundo trimestre,2024-Q2,Total,_T,Turistas,TURISTAS,41807,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2024 Tercer trimestre,2024-Q3,Total,_T,Turistas,TURISTAS,51947,,,,
España (excluida Canarias),ES_XIC,Fuerteventura,ES704,2024 Cuarto trimestre,2024-Q4,Total,_T,Turistas,TURISTAS,33380,,,,
